text,language,century,region,script_type,shelfmark,verse,genre,project,line_type,gen_split,source_idx,image_path,source_corpus
son bracs fu brusle cõme selle leust,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53348,images/ligne_53348.png,CATMuS
sesse du deable et sen ala a leglise,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53349,images/ligne_53349.png,CATMuS
mais quant il uey quil ne la pouuroit,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53350,images/ligne_53350.png,CATMuS
cõmis son pechie Si fist ce floz cou,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53351,images/ligne_53351.png,CATMuS
tu mas dit uerite. Sa fẽme le fist,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53352,images/ligne_53352.png,CATMuS
dist elle aussi uray que gendulphe,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53353,images/ligne_53353.png,CATMuS
occist le saint hõme en dormant,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53354,images/ligne_53354.png,CATMuS
adultere en labsence de son masle,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53355,images/ligne_53355.png,CATMuS
urir despines. Aduint cõme autre foiz,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53356,images/ligne_53356.png,CATMuS
tout demoniaque sesgratinoit et des,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53357,images/ligne_53357.png,CATMuS
le clerc qui maintenoit sa fẽme,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53358,images/ligne_53358.png,CATMuS
dadultere doncques le doiuent bien,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53359,images/ligne_53359.png,CATMuS
fu chose de grant merite et mer,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53360,images/ligne_53360.png,CATMuS
Le saint hõme la redarguoit de son,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53361,images/ligne_53361.png,CATMuS
tost cõme elle auoit cõmis le pechie,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53362,images/ligne_53362.png,CATMuS
peux retraire sain ie croiray que,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53363,images/ligne_53363.png,CATMuS
dist il que ie te croye boute ton,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53364,images/ligne_53364.png,CATMuS
en son iardin en bourgoingne qui,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53365,images/ligne_53365.png,CATMuS
occirre tout seul il sen uola et au,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53366,images/ligne_53366.png,CATMuS
achetee il lenuoia soudainement,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53367,images/ligne_53367.png,CATMuS
ueilleuse. Et ainsi cõme saint,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53368,images/ligne_53368.png,CATMuS
pechie et celle le nyoit. Se tu ueulx,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53369,images/ligne_53369.png,CATMuS
lauer a ce floz si tost cõme elle auoit,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53370,images/ligne_53370.png,CATMuS
fust froide de sa nature toutesuoies,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53371,images/ligne_53371.png,CATMuS
bracs en la fontaine Iassoit ce quelle,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53372,images/ligne_53372.png,CATMuS
tes mon cul gendulphe fait miracles,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53373,images/ligne_53373.png,CATMuS
qui la estoient.,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53374,images/ligne_53374.png,CATMuS
du pechie dadultere,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,HeadingLine,train,53375,images/ligne_53375.png,CATMuS
cles. Quant sa fẽme loy dire elle,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53376,images/ligne_53376.png,CATMuS
dulphe quil acheta une fontaine,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53377,images/ligne_53377.png,CATMuS
fist nostre seigneur de beaulx mira,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53378,images/ligne_53378.png,CATMuS
dont la femelle cõmectoit souuent,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53379,images/ligne_53379.png,CATMuS
et assaillirent toute celle meschant,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53380,images/ligne_53380.png,CATMuS
quelle ne se laua point. Lors il la,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53381,images/ligne_53381.png,CATMuS
tandis quil estoit en pasture. Et si,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53382,images/ligne_53382.png,CATMuS
auoir gens raisonnables.,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53383,images/ligne_53383.png,CATMuS
Car si tost cõme elle bouta son,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53384,images/ligne_53384.png,CATMuS
gueres apres que leur uoisin fu pos,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53385,images/ligne_53385.png,CATMuS
mon cul chante disoit oultre. Chan,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53386,images/ligne_53386.png,CATMuS
aduenue. Ilz en demenerent tous deux,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53387,images/ligne_53387.png,CATMuS
en france et tantost cõme il leut,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53388,images/ligne_53388.png,CATMuS
bracs en ceste fontaine et pren,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53389,images/ligne_53389.png,CATMuS
gendulphe se seoit un iour en son,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53390,images/ligne_53390.png,CATMuS
Aucuns oiseaulx ont abhomination,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,HeadingLine,train,53391,images/ligne_53391.png,CATMuS
seul. Ne demoura gueres apres que,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53392,images/ligne_53392.png,CATMuS
femelle et loccirent uoians pluseurs,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53393,images/ligne_53393.png,CATMuS
chiroit tout son corps et hurtoit sa,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53394,images/ligne_53394.png,CATMuS
ne sen fist que gaber et disoit Cest,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53395,images/ligne_53395.png,CATMuS
scauoit tout ainsi cõme la chose estoit,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53396,images/ligne_53396.png,CATMuS
Incontinent que sa femelle auoit,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53397,images/ligne_53397.png,CATMuS
moult grant dueil. Et firent leur,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53398,images/ligne_53398.png,CATMuS
entrer en leaue pour les espines et,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53399,images/ligne_53399.png,CATMuS
priere a nostre seigneur quil leur,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53400,images/ligne_53400.png,CATMuS
en la boucherie de purgatoire. donq̃s,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,test,53401,images/ligne_53401.png,CATMuS
paneret et elle le bailla au tirant Il,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,test,53402,images/ligne_53402.png,CATMuS
quen purgatoire. Car la paine de,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,test,53403,images/ligne_53403.png,CATMuS
lui demanda sil se conuertiroit ainsi,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,test,53404,images/ligne_53404.png,CATMuS
souffrir toutes tribulations pour,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,dev,53405,images/ligne_53405.png,CATMuS
leu me mengeroit entre ses pies.,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,dev,53406,images/ligne_53406.png,CATMuS
confort des angeles et des sains,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,dev,53407,images/ligne_53407.png,CATMuS
pera honnestement sur son estal et le,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,dev,53408,images/ligne_53408.png,CATMuS
purgatoire ou en enfer. Si deuons,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53409,images/ligne_53409.png,CATMuS
Et lors soudainement un angele lui,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53410,images/ligne_53410.png,CATMuS
du bouchier quen la gueule du leu,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53411,images/ligne_53411.png,CATMuS
pourray ie faire se ie retourne le leu,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53412,images/ligne_53412.png,CATMuS
nous couuient il faire nostre peni,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53413,images/ligne_53413.png,CATMuS
il eut ce dit il sen couru au martire,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53414,images/ligne_53414.png,CATMuS
tance acomplie on ua droit en pa,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53415,images/ligne_53415.png,CATMuS
ses roses et de ses põmes grenades.,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53416,images/ligne_53416.png,CATMuS
deniers en son tresor il oy dire quen,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53417,images/ligne_53417.png,CATMuS
quant nous sõmes en pechie mortel,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53418,images/ligne_53418.png,CATMuS
uie mortelle du quel lieu la peni,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53419,images/ligne_53419.png,CATMuS
ce moien nous estaindrons purga,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53420,images/ligne_53420.png,CATMuS
quelle lui en enuoieroit uolentiers,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53421,images/ligne_53421.png,CATMuS
cõmenca a soy humilier et ploura de pitie,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53422,images/ligne_53422.png,CATMuS
tance en ce monde et Debonnairem̃t,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53423,images/ligne_53423.png,CATMuS
aporta des roses et des grenades en un,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53424,images/ligne_53424.png,CATMuS
et disoit en soy mesmes. Helas que,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53425,images/ligne_53425.png,CATMuS
cune foiz un fol conseille bien un sage.,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53426,images/ligne_53426.png,CATMuS
ma dame sainte dorecte.,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53427,images/ligne_53427.png,CATMuS
Example au propoz de gaignier,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,HeadingLine,train,53428,images/ligne_53428.png,CATMuS
que nous sõmes siens et a lui obligiez,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53429,images/ligne_53429.png,CATMuS
quant nous auons pechie il couuiẽt,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53430,images/ligne_53430.png,CATMuS
pour si peu de chose. Helas dist celui,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53431,images/ligne_53431.png,CATMuS
põmes grenades. Elle lui respondi,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53432,images/ligne_53432.png,CATMuS
querie. Haa dorecte dist il ie te prie,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53433,images/ligne_53433.png,CATMuS
Exãple au propoz de faire pour dieu,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,HeadingLine,train,53434,images/ligne_53434.png,CATMuS
aux quielx on a en deuotion en ceste,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53435,images/ligne_53435.png,CATMuS
Par ceste fable poons entendre que,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53436,images/ligne_53436.png,CATMuS
lui respondi. Certes dist elle ie ne lais,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53437,images/ligne_53437.png,CATMuS
se nous sõmes bien aduisez eslire de,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53438,images/ligne_53438.png,CATMuS
n sage barbier fu qui pre,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53439,images/ligne_53439.png,CATMuS
te samble de peu de chose quantes foiz,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53440,images/ligne_53440.png,CATMuS
mectoit bien chascun iour cent,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53441,images/ligne_53441.png,CATMuS
que nous aions cy a souffrir ou en,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53442,images/ligne_53442.png,CATMuS
en sa gueule en enfer. Et se nous noꝰ,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53443,images/ligne_53443.png,CATMuS
ui fait pour dieu ce quil peut dieu,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53444,images/ligne_53444.png,CATMuS
le bonchier me tuera mal que mal,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53445,images/ligne_53445.png,CATMuS
radis. mais denfer qui y est Iamais,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53446,images/ligne_53446.png,CATMuS
de capadoce laquelle fu prinse par un,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53447,images/ligne_53447.png,CATMuS
tirant qui la uoloit constraindre de de,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53448,images/ligne_53448.png,CATMuS
quant tu seras ou Iardin de ton ami,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53449,images/ligne_53449.png,CATMuS
peut bien estre dite pour sainte dorecte,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53450,images/ligne_53450.png,CATMuS
Example dune fable morale,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,HeadingLine,train,53451,images/ligne_53451.png,CATMuS
oultre la neccessite de son uiure Il,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53452,images/ligne_53452.png,CATMuS
noit trois denier pour son,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53453,images/ligne_53453.png,CATMuS
uoies il fait trop pieur en enfer,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53454,images/ligne_53454.png,CATMuS
estre crestien. Et lors un autre tirãt,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53455,images/ligne_53455.png,CATMuS
guerpir sa foy et sa uirginite. Et elle,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53456,images/ligne_53456.png,CATMuS
Quant le tirant les uey il en eut grãt,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53457,images/ligne_53457.png,CATMuS
Car au mains me taillera il et deco,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53458,images/ligne_53458.png,CATMuS
se mist a chemin pour y aler ⁊ porta,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53459,images/ligne_53459.png,CATMuS
un pays loingtain on dnnmoit douze,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53460,images/ligne_53460.png,CATMuS
deniers de chascune barbe faire. Si,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53461,images/ligne_53461.png,CATMuS
menra en son Iardin et me donra de,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53462,images/ligne_53462.png,CATMuS
Dongues se nous latendons en conti,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53463,images/ligne_53463.png,CATMuS
nuant en noz pechiez nous cherrons,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53464,images/ligne_53464.png,CATMuS
quil faisoit et si en faisoit tant que,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53465,images/ligne_53465.png,CATMuS
lamour de nostre seigneur. Et par,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53466,images/ligne_53466.png,CATMuS
y auoit trois roses et trois grenades,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53467,images/ligne_53467.png,CATMuS
son fol mieulx que de tous les autres.,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53468,images/ligne_53468.png,CATMuS
et laissa depuis ses uanites et son beubãt.,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53469,images/ligne_53469.png,CATMuS
encore aime ie mieulx estre en la main,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53470,images/ligne_53470.png,CATMuS
salaire de toutes les barbes,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53471,images/ligne_53471.png,CATMuS
boucherie pour un leu qui la chacoit,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53472,images/ligne_53472.png,CATMuS
Lors un autre tirant lui dist par mo,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53473,images/ligne_53473.png,CATMuS
confessons et amendons nous irons,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53474,images/ligne_53474.png,CATMuS
ne põmes grenades Et si tost cõme,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53475,images/ligne_53475.png,CATMuS
et receupt couronne de martire auec,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53476,images/ligne_53476.png,CATMuS
Pour ce dist on cõmunement que au,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53477,images/ligne_53477.png,CATMuS
dist par grant deuotion quil uoloit,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53478,images/ligne_53478.png,CATMuS
me mengera et se ie uois plus auãt,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53479,images/ligne_53479.png,CATMuS
que tu menuoies de tes roses et de tes,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53480,images/ligne_53480.png,CATMuS
deux maulx le mains pire. donq̃s,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53481,images/ligne_53481.png,CATMuS
toire en tout ou en partie et toutes,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53482,images/ligne_53482.png,CATMuS
ne chieure entra un iour en la,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53483,images/ligne_53483.png,CATMuS
merueille et leua les yeux au ciel et,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53484,images/ligne_53484.png,CATMuS
le deable a cause de nous chacier poͬ ce,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53485,images/ligne_53485.png,CATMuS
as tu ueu en ce moys de feurier roses,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53486,images/ligne_53486.png,CATMuS
nen istra.,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53487,images/ligne_53487.png,CATMuS
purgatoire prent fin et y a on le,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53488,images/ligne_53488.png,CATMuS
fait pour lui ce quil ueult . Ceste parole,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53489,images/ligne_53489.png,CATMuS
seray point mon ami Ihũcrist qui me,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53490,images/ligne_53490.png,CATMuS
et lui descouurri son corage et le re,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,test,53491,images/ligne_53491.png,CATMuS
souper Il le coucha et ainsi cõme,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,test,53492,images/ligne_53492.png,CATMuS
Example au propoz de hebregier,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,HeadingLine,test,53493,images/ligne_53493.png,CATMuS
coler Ainsi cõme on le menoit mo,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,test,53494,images/ligne_53494.png,CATMuS
estoit le deable quil auoit hebregie,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,dev,53495,images/ligne_53495.png,CATMuS
du glorieux confez saint martin,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,dev,53496,images/ligne_53496.png,CATMuS
uousist hardiement prouuer son,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,dev,53497,images/ligne_53497.png,CATMuS
quil oy un poure hõme crier ẽmi les,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,dev,53498,images/ligne_53498.png,CATMuS
eulx et mis en prison Ainsi cõme il,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53499,images/ligne_53499.png,CATMuS
pres de sa maison et lui dist quil,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53500,images/ligne_53500.png,CATMuS
acomplir les euures de misercorde.,French,15,MainZone,Cursiva,"Bruxelles, KBR, 9232",prose,Treatises,CREMMA,DefaultLine,train,53501,images/ligne_53501.png,CATMuS
